SmallOperatingSystem-PT-MT0032DC0016-rf; mdd-sat; 1; 0.077202; 354501
Diffusion2D-PT-D30N010; otf-ldd-sat; 4; 14.66; 0
ResAllocation-PT-R002C002; rf-otf-ldd-sat; 8; 0.0; 8
Philosophers-PT-000100-rf; bdd-sat; 2; 0.044118; 515377520732011648713149927295345224008480063488
AutoFlight-PT-12a-rf; bdd-sat; 2; 2.226778; 78220990591414272
CircularTrains-PT-192; ldd-sat; 2; 3.176692; 42702305279429964521058874483262128981540864
DES-PT-20a; mdd-sat; 1; 31.801085; 7969347823493
AutoFlight-PT-03a-rf; bdd-sat; 1; 0.022227; 157681
Raft-PT-02; rf-otf-ldd-sat; 8; 0.07; 7381
ResAllocation-PT-R003C005; otf-ldd-sat; 2; 0.03; 1200
AirplaneLD-PT-0010; ldd-chaining; 8; 0.053067; 43463
ResAllocation-PT-R003C020; otf-ldd-sat; 2; 0.09; 406454747136
Solitaire-PT-EngNC7x7-rf; bdd-sat; 8; 74.738552; 187636299
ResAllocation-PT-R015C002-rf; ldd-sat; 16; 0.032962; 278528
DNAwalker-PT-02track12Block2-rf; ldd-par; 4; 0.01428; 5459
CloudDeployment-PT-2a; ldd-par; 4; 0.060736; 4807
RwMutex-PT-r0010w0050; ldd-chaining; 4; 0.520489; 1074
BridgeAndVehicles-PT-V20P20N20; rf-otf-ldd-sat; 1; 807.27; 9783606
Diffusion2D-PT-D05N250; otf-ldd-sat; 8; 1200; -1
GPPP-PT-C0010N0000000100; otf-ldd-sat; 2; 4.11; 176894515156
SmallOperatingSystem-PT-MT0128DC0064; mdd-sat; 1; 29.003781; 261156753
AutoFlight-PT-48b; rf-otf-ldd-sat; 2; 1200; -1
CircadianClock-PT-000100; ldd-par; 2; 2.585796; 42040402004
RwMutex-PT-r0010w0500-rf; bdd-sat; 4; 0.329072; 1524
PolyORBLF-PT-S04J06T10; otf-ldd-sat; 8; 1200; -1
CloudDeployment-PT-2b; ldd-par; 8; 1800; -1
SmallOperatingSystem-PT-MT0016DC0008-rf; bdd-sat; 1; 0.029974; 16587
TokenRing-PT-020; rf-otf-ldd-sat; 4; 190.88; 24466267459
SmallOperatingSystem-PT-MT2048DC1024; rf-otf-ldd-sat; 8; 1200; -1
ParamProductionCell-PT-0; otf-ldd-sat; 16; 0.43; 2776936
FMS-PT-050-rf; ldd-chaining; 16; 205.120859; 424025581818265536
GPPP-PT-C0100N0000000010; ldd-sat; 8; 0.351045; 14184612091
